primaryHazard,city,countyCode,county,stateAbbreviation,zipcode,structureType,yearBuilt,estimatedPurchasePrice,insuranceType,ownerType,id
Flooding,Wood River,79,Hall,NE,68883,Residential,1916,91300,Private Insurance,Individual,f0bf62f6-1cd2-4f93-86b1-7d081a8d1ddf
Flooding,Wood River,79,Hall,NE,68883,Residential,1925,72376,Private Insurance,Individual,16c8e801-fe06-4ee7-abc7-67bd028eae40
Flooding,Wood River,79,Hall,NE,68883,Residential,1973,34860,Private Insurance,Corporation,655c65e3-774c-4e02-bd63-1992d1e43f65
Flooding,Wood River,79,Hall,NE,68883,Residential,1980,44488,Private Insurance,Corporation,480e5ec9-740f-4077-9943-607b9311529b
Flooding,Wood River,79,Hall,NE,68883,Residential,1900,83000,Private Insurance,Individual,36950155-eb12-4999-aa24-b4fc80499ed4
Flooding,Wood River,79,Hall,NE,68883,Residential,1884,57436,Private Insurance,Individual,e777f5ae-308f-4489-b4dc-2923fc4e665a
Flooding,Wood River,79,Hall,NE,68883,Residential,1919,33200,Private Insurance,Individual,003b62b4-8fe3-4d0f-bc4e-acb91e3a7d84
Flooding,Wood River,79,Hall,NE,68883,Residential,1995,49302,Private Insurance,Individual,797cefcd-daaf-4ddb-ba8e-b372fd615015
Flooding,Wood River,79,Hall,NE,68883,Residential,1977,39508,Private Insurance,Individual,bfab9d77-1ec8-4c27-b2fa-4534659f1a3b
Flooding,Wood River,79,Hall,NE,68883,Commercial,1916,2250,Private Insurance,Estate/Trust,e05f5133-e893-4eac-8b46-aae1e4f8f0e7
Flooding,Wood River,79,Hall,NE,68883,Residential,1894,64118,Private Insurance,Individual,9ad68cdf-6f4d-4dc2-a02e-b1a860b362cf
Flooding,Wood River,79,Hall,NE,68883,Residential,2003,130144,Private Insurance,Individual,5523ea8b-e67b-4cf8-b507-1766fea45284
Flooding,Wood River,79,Hall,NE,68883,Commercial,1985,11525,Private Insurance,Individual,7baf9f61-8e41-4edf-90f9-46b1d0edbbd2
Flooding,Wood River,79,Hall,NE,68883,Residential,1999,43824,Private Insurance,Individual,93465811-d167-4902-96f0-96ecd0775b5b
Flooding,Wood River,79,Hall,NE,68883,Residential,1907,36935,Private Insurance,Business,73914a3b-5931-416a-820b-30b2cfec6adf
Flooding,Wood River,79,Hall,NE,68883,Residential,1912,98812,Private Insurance,Individual,a7966d12-7468-480e-a681-c58d2d4f795b
Flooding,Wood River,79,Hall,NE,68883,Residential,1969,32370,Private Insurance,Individual,84909491-7224-4b34-a74f-12b64443fc97
Flooding,Wood River,79,Hall,NE,68883,Residential,2002,136120,Private Insurance,Estate/Trust,dc2cb2a9-a424-4af7-a2e3-6008d57c9f94
Flooding,Wood River,79,Hall,NE,68883,Residential,1969,87648,Private Insurance,Individual,4cd56ba7-d8b2-4b38-82ae-2fd966e8cf61
Flooding,Wood River,79,Hall,NE,68883,Residential,1994,69720,Private Insurance,Individual,72798293-a478-4c35-a254-986ff4c113be
Flooding,Wood River,79,Hall,NE,68883,Residential,1973,49302,Private Insurance,Individual,9d664546-a202-43ff-8b69-b73da7e1aa3e
Flooding,Wood River,79,Hall,NE,68883,Residential,1971,29880,Private Insurance,Individual,5aef54bb-4225-443d-83e8-a8feeeb382ac
Flooding,Wood River,79,Hall,NE,68883,Residential,1906,38678,Private Insurance,Individual,0494568e-591e-4896-a390-4d3220539d01
Flooding,Wood River,79,Hall,NE,68883,Residential,1919,33200,Private Insurance,Corporation,955aec39-d1d7-459c-9fb5-d82395b7216f
Flooding,Pelham,117,Shelby,AL,35124,Residential,1972,318439,,Individual,d74f7d28-f5a3-4532-9062-4cffb9dbf60b
Flooding,Pelham,117,Shelby,AL,35124,Residential,1972,277310,,Individual,c4477be1-8bc1-4ef3-973a-4182b0c98583
Flooding,Pelham,117,Shelby,AL,35124,Residential,1972,286110,,Individual,6e35530e-0ba2-43ca-98d6-a49713d440f3
Flooding,Pelham,117,Shelby,AL,35124,Residential,1972,294800,NFIP Insurance,Individual,a273e6e4-890f-4cbc-9605-c74657a8100b
Flooding,Pelham,117,Shelby,AL,35124,Residential,1972,293040,,Individual,28b74d0d-55ac-41c2-ba8a-a1bb710c4a2e
Flooding,Pelham,117,Shelby,AL,35124,Residential,1972,290400,NFIP Insurance,Individual,c586dae6-8582-47b8-9c59-c3b180518bea
Earthquake,Eugene,39,Lane,OR,97401,Government,1976,24808920,Self-Insured,Government,c14178d8-14f7-4c64-893b-c679f8ed61ee
Severe storm,Saipan,110,Saipan,MP,96950,Government,1985,64673,,Government,4f034092-b325-4c5d-9b18-ec872dfb86d6
Flooding,Slidell,103,St. Tammany,LA,70458,Residential,1994,149719,NFIP Insurance,Individual,e157b655-15da-4d36-b75c-6038c54b674a
Flooding,Riverside,7,Providence,RI,2915,Industrial,1951,128334,Private Insurance,Government,e1eeed5c-84ff-4920-8eab-afd950efbe71
Flooding,Riverside,7,Providence,RI,2915,Industrial,1951,44514,Private Insurance,Government,ba6e237d-1863-4624-af6e-6822d5cd7675
Flooding,Sulphur,19,Calcasieu,LA,70663,Residential,1971,263800,NFIP Insurance,Individual,2ca90c44-63d1-4aac-be83-6650972cbb20
Flooding,Lake Charles,19,Calcasieu,LA,70605,Residential,1962,268800,NFIP Insurance,Individual,31cb42cb-1bde-418f-97e7-de929e6bea39
Flooding,Houma,109,Terrebonne,LA,70363,Residential,1999,154539,NFIP Insurance,Individual,bd522f46-c65c-4b17-a01e-e808b2252314
Infrastructure failure,Hazard,193,Perry,KY,41701,Government,1997,698042,Private Insurance,Government,30a30160-ab1a-4c7a-bf31-b971f2652717
Infrastructure failure,Buckhorn,193,Perry,KY,41721,Education,2023,5000,Private Insurance,Government,a905a73d-a1b1-48f0-8307-6847646c25c4
Flooding,Slidell,103,St. Tammany,LA,70461,Residential,1980,330070,NFIP Insurance,Individual,a78fd878-bcec-4d34-a84d-6d3d2f13d5f1
Flooding,Covington,103,St. Tammany,LA,70433,Residential,1972,223420,NFIP Insurance,Individual,3638810c-b694-409b-9908-c23be0d74dd6
Flooding,Covington,103,St. Tammany,LA,70433,Residential,1957,297670,NFIP Insurance,Individual,8ac4916a-bec0-4142-89b1-f81643060f90
Severe storm,Wilmington,3,New Castle,DE,19810,Government,1950,47513,Private Insurance,Government,a1764517-4ad8-4f53-bdf6-2ae06a1af65a
Flooding,Staten Island,85,Richmond,NY,10303,Government,1965,6578340,Self-Insured,Government,cf318ae6-b652-4db1-b49d-13a809c3857a
Flooding,Bridger,9,Carbon,MT,59014,Water/flood,1960,58836,,Corporation,4dc1d4ac-9ada-4989-9503-ff87ffc7a4e5
Earthquake,Vineyard,49,Utah,UT,84057,Utility and Miscellaneous,2014,1223430,Self-Insured,Government,73fdc5a7-d17e-4575-a9aa-566a1d466caa
Severe storm,Orem,49,Utah,UT,84097,Utility and Miscellaneous,1977,43694,Self-Insured,Government,f4af0fc0-ab50-4b53-9c13-31981da4e34a
Severe storm,Vernal,47,Uintah,UT,84078,Utility and Miscellaneous,1985,63793,Self-Insured,Government,e1881540-1f38-4bf6-b0d8-a15f5365e3dd
Severe storm,Vernal,47,Uintah,UT,84078,Utility and Miscellaneous,1985,40198,Self-Insured,Government,46888533-9238-45d4-8c8a-7b1a97fffe60
Severe storm,Vernal,47,Uintah,UT,84078,Utility and Miscellaneous,1985,48937,Self-Insured,Government,f235b997-9825-4182-b24a-af5e559ee8fa
Severe storm,Duchesne,13,Duchesne,UT,84021,Utility and Miscellaneous,2022,13108,Self-Insured,Government,4a334910-4396-4fd9-9fef-57094546ffc7
Flooding,Jamison,17,Bucks,PA,18929,Transportation,1873,634294,Private Insurance,Government,200fb49d-2518-461d-9fde-9ac275ef8ce3
Infrastructure failure,Show Low,17,Navajo,AZ,85901,Wastewater,1996,32969,,Government,8c816397-2aca-4a1e-aaca-1e529d99de6f
Earthquake,Beaverton,67,Washington,OR,97007,Water (potable),2021,6412086,Private Insurance,Government,b9252f3d-689a-4487-a2eb-47c5f351ea86
Flooding,Davenport,163,Scott,IA,,Wastewater,1976,4556094,Private Insurance,Government,0a677b11-a0fc-4730-8255-19fa29d5bd32
Flooding,Wilsall,67,Park,MT,59068,Water/flood,1912,683903,,Government,f0400508-11f1-4a01-b4e6-109f7bc26a71
Flooding,Northfield,131,Rice,MN,55057,Assembly,1927,2440000,Private Insurance,Nonprofit,224ab664-4c0c-40bc-8d1a-0471abb5a10f
Flooding,Saratoga Springs,49,Utah,UT,84045,Water (potable),2002,1490000,Self-Insured,Government,217d3420-fcda-4399-a890-65847309598a
Flooding,Manhattan,161,Riley,KS,66502,Residential,1956,160000,NFIP Insurance,Corporation,ca96b7c2-3b26-4dd6-8a92-ec8bae04d563
Flooding,Carolina Beach,129,New Hanover,NC,28428,Residential,1965,160856,NFIP Insurance,Individual,29fc3dc8-7a93-4875-8f81-96e31263ee03
Flooding,Carolina Beach,129,New Hanover,NC,28428,Residential,1940,163222,NFIP Insurance,Individual,8976d345-6de6-4ce8-a173-cd8382130f75
Flooding,Carolina Beach,129,New Hanover,NC,28428,Residential,1950,145568,NFIP Insurance,Individual,bda4e8ec-90bc-4e18-8d6f-51538c8ddc1b
Flooding,Carolina Beach,129,New Hanover,NC,28428,Residential,1960,111950,,Individual,e8cb70af-d322-48f1-acf8-2adea927503b
Flooding,Carolina Beach,129,New Hanover,NC,28428,Residential,1986,160232,NFIP Insurance,Individual,c4e5783d-31ac-469f-ba38-6fb6043845ff
Flooding,Carolina Beach,129,New Hanover,NC,28428,Residential,1978,167200,NFIP Insurance,Individual,78457e2c-6fe5-4e39-8d33-3d468ff15de4
Flooding,Hillsboro,67,Washington,OR,97123,Water (potable),1999,23837500,Self-Insured,Government,bb567731-8d5c-4de4-bd2d-1c602333dd90
Flooding,Hillsboro,67,Washington,OR,97123,Energy,1999,23837500,Self-Insured,Corporation,5038f959-a259-4668-ba55-fd4abf6154ee
Severe storm,Palmer,170,Matanuska-Susitna,AK,,Telecomm/communication system,2015,3022394,Self-Insured,Government,d161528b-2192-46ba-a5a3-92eaa258e46a
Flooding,Charleston,19,Charleston,SC,29407,Residential,1967,755580,NFIP Insurance,Individual,6f00ae48-6c15-44a5-b07a-85f2f1e9bc2a
Flooding,Hillsboro,67,Washington,OR,97123,Water (potable),1999,23837500,Self-Insured,Government,d3181fcd-1099-4e6f-9097-f32a4e115fcc
Flooding,Hillsboro,67,Washington,OR,97123,Energy,1999,23837500,Self-Insured,Corporation,4e324993-7fec-41bd-912b-1f2b6751beba
Flooding,Guanica,55,Guanica,PR,,Wastewater,1960,26923166,,Government,386fea35-177e-40b7-a23b-4b6a5c09382a
Flooding,Oriental,137,Pamlico,NC,28571,Residential,1987,219928,NFIP Insurance,Individual,4702cdf8-826a-4e1a-b3b9-25839e0c4fbf
Flooding,Stonewall,137,Pamlico,NC,28583,Residential,1991,254768,NFIP Insurance,Individual,7585fce9-8a30-4832-994f-3e380599a880
Flooding,Scranton,69,Lackawanna,PA,18504,Residential,1950,219077,NFIP Insurance,Individual,9841e9ad-a00a-46bb-a618-0d328c4f0b95
Flooding,Scranton,69,Lackawanna,PA,18504,Residential,1950,174256,NFIP Insurance,Individual,e6f0fb68-626a-4021-8c85-f573b7f2d9a3
Flooding,Scranton,69,Lackawanna,PA,18504,Residential,1950,224651,NFIP Insurance,Individual,1751874b-f001-4e77-b3a7-48d2838a641d
Flooding,Scranton,69,Lackawanna,PA,18504,Residential,1950,263357,NFIP Insurance,Individual,1780999d-e422-450c-b7d6-58ea06d496e0
Flooding,Scranton,69,Lackawanna,PA,18508,Residential,1950,193682,NFIP Insurance,Individual,7e7a7e5e-e407-4815-99c3-43dab62da0f0
Severe storm,West Hartford,3,Hartford,CT,6117,Education,1970,1200000,,Government,94d5e149-8db0-4db5-9e1a-7e4ee224aac9
Fire,Warm Springs,31,Jefferson,OR,97761,Education,1993,2500000,Private Insurance,Government,99283f20-25a1-4550-ac69-0c00685ffd73
Flooding,Belhaven,13,Beaufort,NC,27810,Residential,1978,228000,NFIP Insurance,Individual,ad304bf9-0556-41bf-8e3c-75577bc1eebe
Earthquake,Gresham,51,Multnomah,OR,97230,Wastewater,2001,1997000,Private Insurance,Government,4180bb97-46c8-4798-8cfc-019272cf33e4
Flooding,Belhaven,13,Beaufort,NC,27810,Residential,1986,228000,NFIP Insurance,Individual,7109dd9d-5160-4f39-9f0a-7adf607e51c9
Flooding,Belhaven,13,Beaufort,NC,27810,Residential,1995,228000,NFIP Insurance,Individual,a3b480f0-ebcb-4c8e-82ad-3c5014c8c179
Flooding,Sartell,145,Stearns,MN,56377,Transportation,2001,3409762,Private Insurance,Government,50b0e948-0d91-4376-bc38-8ceff31c3907
Flooding,Barceloneta,17,Barceloneta,PR,617,Vacant land,,5015721,,Government,1c690b69-4f38-4ad2-8812-4cd276d0ef80
Flooding,Barceloneta,17,Barceloneta,PR,617,Wastewater,1992,11240904,,Government,c4186318-e190-49b3-9c58-39d7c0c82693
Flooding,Woodbury,163,Washington,MN,55125,Water/flood,1974,4000000,Private Insurance,Government,78ee6f05-e64e-4adc-8de2-236cfa54960d
Flooding,Garland,113,Dallas,TX,75040,Residential,1970,303700,NFIP Insurance,Individual,6826239a-0893-4e6c-9229-4631a7d0bd69
Flooding,Garland,113,Dallas,TX,75042,Residential,1969,303900,NFIP Insurance,Individual,e76fa3f7-7c01-4c04-accc-07352e52bef5
Flooding,Garland,113,Dallas,TX,75041,Residential,1964,428600,NFIP Insurance,Individual,56a47159-f397-4879-af10-b0c5e4641354
Dam/Levee break,Wareham,23,Plymouth,MA,2861,Transportation,1860,19820000,,Government,61e0b142-4696-4549-8ea3-d428e2b7a1b2
Landslide/Debris flow,North Royalton,35,Cuyahoga,OH,44133,Residential,1988,450000,Private Insurance,Individual,399c770a-658d-47d2-a155-65b397ce005b
Fire,Atlanta,39,Elmore,ID,83716,Residential,2000,7690,NFIP Insurance,Individual,f5b120dc-870f-47a4-b51e-9c24e215e081
Fire,Atlanta,39,Elmore,ID,83716,Residential,2000,7690,NFIP Insurance,Individual,73b856ac-f447-4642-a9f5-fadecc9d4a48
Fire,Atlanta,39,Elmore,ID,83716,Residential,2000,7690,NFIP Insurance,Individual,abb0f626-97b6-4970-a153-b11823faa0fa
Fire,Atlanta,39,Elmore,ID,83716,Residential,2000,7690,NFIP Insurance,Individual,0a9d2a5b-6ba0-40d2-8468-bb5fb5d14278
Fire,Atlanta,39,Elmore,ID,83716,Residential,2000,7690,NFIP Insurance,Individual,b64fc6b6-641b-454a-a5d3-910daa3b5a57
Fire,Atlanta,39,Elmore,ID,83716,Residential,2000,7690,NFIP Insurance,Individual,120a460e-f190-4ee9-b526-2104b038413a
Fire,Atlanta,39,Elmore,ID,83716,Residential,2000,7690,NFIP Insurance,Individual,a1c2e916-75ec-4a1b-b995-56efaa2597b8
Fire,Atlanta,39,Elmore,ID,83716,Residential,2000,7690,NFIP Insurance,Individual,d4c75272-65f5-4e4c-991f-365a89bb7b6a
Flooding,New Bern,49,Craven,NC,28562,Residential,1987,307090,NFIP Insurance,Individual,842b7dd0-0f47-4d40-b5e4-a446acfafeb6
Flooding,New Bern,49,Craven,NC,28560,Residential,1010,205186,NFIP Insurance,Individual,33e0cea9-1664-4108-8c0a-de75bca7e358
Flooding,New Bern,49,Craven,NC,28560,Residential,1969,164530,NFIP Insurance,Individual,fae81140-f5ba-491c-b142-a4782c80525f
Flooding,New Bern,49,Craven,NC,28560,Residential,1972,381274,NFIP Insurance,Individual,e6f5e1ec-ca83-46d0-87c6-06acf4eb3479
Flooding,New Bern,49,Craven,NC,28562,Residential,1977,169150,NFIP Insurance,Individual,a80f4312-c28a-4050-883f-b5ae41e2c38d
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1987,138500,NFIP Insurance,Individual,63a631df-c69c-484d-92ff-40429a82db5b
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1988,138500,NFIP Insurance,Individual,c086b429-eadc-4019-befe-5ca781babe82
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1989,138500,NFIP Insurance,Individual,5a01cd5d-4b32-410e-8ef7-3625180dd918
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1989,138500,NFIP Insurance,Individual,43d6dd9d-c8a7-4b96-9ebc-a81763120bae
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1998,138500,NFIP Insurance,Individual,07716971-381a-4636-8a6e-88292e066fa5
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1990,138500,NFIP Insurance,Individual,e41a04f4-8464-45e6-9645-0c4f9d68f6cb
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1991,138500,NFIP Insurance,Individual,6855b4c3-cda3-4d61-a8cb-6a98759f2160
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1992,138500,NFIP Insurance,Individual,ecfc7c84-b35b-491f-8ae7-527e832b09b2
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2003,138500,NFIP Insurance,Individual,c9b626b5-921b-43bf-8485-940fe4c915bf
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1994,138500,NFIP Insurance,Individual,b9a65953-64ed-449d-92eb-339c024617b5
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1995,138500,NFIP Insurance,Individual,11b6f65f-aca3-441a-9852-a6b3f5d2e3f5
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1991,138500,NFIP Insurance,Individual,12c0e28d-a338-49a4-b017-1dac2ba030ff
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1994,138500,NFIP Insurance,Individual,34caaffc-e538-4b70-9f55-a7d5f463dd11
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1999,138500,NFIP Insurance,Individual,18ac92f7-a194-4edc-8c65-59add5375dd5
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2000,138500,NFIP Insurance,Individual,81654fbe-a164-457e-9ca8-d65067c199aa
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1995,138500,NFIP Insurance,Individual,5867788b-8200-4fb2-847a-2fea2be77fb3
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1994,138500,NFIP Insurance,Individual,70036efd-b8d5-4948-9733-fe5dda7805f4
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1991,138500,NFIP Insurance,Individual,90c303e8-916c-4836-894b-87d43cf6c4fa
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1997,138500,NFIP Insurance,Individual,5a6fe68b-9b99-49b0-8ffd-6a86c24a8a77
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1990,138500,NFIP Insurance,Individual,f76869d4-6f54-452a-87be-2731b3ba228d
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1986,138500,NFIP Insurance,Individual,3606339c-9dfd-4883-9f7c-f90193989737
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1998,138500,NFIP Insurance,Individual,a75d5ee0-fcc6-4aa7-9751-229c0d832de2
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2003,138500,NFIP Insurance,Individual,c3b05ece-9bde-42e1-9cfb-4cce851c03a8
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1992,138500,NFIP Insurance,Individual,8d2d9cb6-2ee4-4a40-bf54-dca476ee986c
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1987,138500,NFIP Insurance,Individual,86166420-5c67-4f63-a8df-25f37f928f71
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1985,138500,NFIP Insurance,Individual,4ef15b3f-0170-411f-ae46-0b4eab152fcb
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1999,138500,NFIP Insurance,Individual,c8c0f76f-15f9-441b-9f5e-dd70fb352d8a
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1995,138500,NFIP Insurance,Individual,1a4fed53-ad67-40f7-90e6-6c0959bc2868
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1989,138500,NFIP Insurance,Individual,ece191c4-d732-4ae6-b14e-fd67bdd6823d
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2000,138500,NFIP Insurance,Individual,9f54c18c-c294-45e2-a3b0-afb69a161f11
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2004,138500,NFIP Insurance,Individual,355502f7-bb0c-4abe-b712-999bd28c51e1
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1988,138500,NFIP Insurance,Individual,3933b264-649e-4e90-8eb5-9a6f9fcc37bf
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2006,138500,NFIP Insurance,Individual,ae374b91-27c2-45b6-af23-5b6c7aacd004
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2001,138500,NFIP Insurance,Individual,9b7f229a-aacf-40a9-a1d4-3638d1abb4de
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2004,138500,NFIP Insurance,Individual,73107c7d-0d2d-466e-9b34-67eb4d9f5a3e
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2002,138500,NFIP Insurance,Individual,abe11470-85d0-44e1-a476-2fca27339401
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2003,138500,NFIP Insurance,Individual,6c588893-b049-4641-ac93-5cd739b6052a
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2003,138500,NFIP Insurance,Individual,fa6176df-4db0-4b03-93d4-e04521154269
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1998,138500,NFIP Insurance,Individual,21adaec3-87e4-4650-8015-bdf6aa10b458
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2002,138500,NFIP Insurance,Individual,8db95594-7c2c-439a-b016-253c19b3da60
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1998,138500,NFIP Insurance,Individual,1b115cdc-afbd-4d23-8f9a-463bb0e2852f
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2002,138500,NFIP Insurance,Individual,ba0c29b0-8f31-4275-bb40-fd107994bd05
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2000,138500,NFIP Insurance,Individual,cf30e978-c8df-42e9-8350-2f5ca8c2728e
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1987,138500,NFIP Insurance,Individual,1ade0f9a-9e50-4786-aa95-6dbf0c6efe4f
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2001,138500,NFIP Insurance,Individual,04bf58cb-cbad-4a76-acaf-6b40348dbba5
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2001,138500,NFIP Insurance,Individual,c411180b-9bfd-4f26-b436-8f99b025e2a7
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2001,138500,NFIP Insurance,Individual,6477ac5c-4b4d-4c7d-8b1d-54b6946e7226
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2002,138500,NFIP Insurance,Individual,f32d64b5-6080-4002-b010-36d2398e1aa3
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1997,138500,NFIP Insurance,Individual,6165d299-4fa7-4852-a78d-542860f96f01
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1994,138500,NFIP Insurance,Individual,aca78cbf-e0b0-4e8a-96c2-571429d1ac34
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1991,138500,NFIP Insurance,Individual,db0a8d38-a915-43de-9591-47d6a3a53f96
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2002,138500,NFIP Insurance,Individual,9c493fad-effa-4be7-a089-c72fb6c3b9d3
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1993,138500,NFIP Insurance,Individual,53995fe3-9bdd-48ac-a150-5986ebc099c1
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1992,138500,NFIP Insurance,Individual,f2338cb2-a532-4c1f-a860-bbe99e61ae89
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2001,138500,NFIP Insurance,Individual,aef62bd4-d99d-443c-886c-002983308770
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2000,138500,NFIP Insurance,Individual,83581400-bbcd-4d83-95f2-e0865af4ae29
Flooding,COROLLA,53,Currituck,NC,27927,Residential,2004,138500,NFIP Insurance,Individual,6c4cff84-52e6-48b6-95b9-a4dd88b00b29
Flooding,COROLLA,53,Currituck,NC,27927,Residential,1996,138500,NFIP Insurance,Individual,8d85c070-e4bb-4501-8ba3-8b3750b7703b
